"","Count.ID","Facility","State","Name","Date","Website","Residents.Confirmed","Staff.Confirmed","Resident.Deaths","Staff.Deaths","Residents.Recovered","Staff.Recovered","Residents.Tested","Staff.Tested","Residents.Negative","Staff.Negative","Residents.Pending","Staff.Pending","Residents.Quarantine","Staff.Quarantine","Residents.Released","Resident.Population","Address","Zipcode","City","County","Latitude","Longitude","County.FIPS","hifld_id","Notes","Population","Population.Source"
"15",14,"Prison","Alabama","FRANK LEE",2020-10-18,"http://www.doc.alabama.gov/covid19news","1","10","0","0","1","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5305 INGRAM RD","36022","DEATSVILLE","ELMORE",32.5823545076666,"-86.392218441673094","1051",10003728,"NA",285,"HIFLD Dataset"
"16",15,"Prison","Alabama","HAMILTON A I",2020-10-18,"http://www.doc.alabama.gov/covid19news","2","7","0","0","2","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","223 SASSER DR","35570","HAMILTON","MARION",34.1243461099719,"-87.991719384083893","1093",10001197,"NA",243,"HIFLD Dataset"
"17",16,"Prison","Alabama","HAMILTON CBF",2020-10-18,"http://www.doc.alabama.gov/covid19news","2","2","1","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1826 BEXAR AVE E","35570","HAMILTON","MARION",34.1432955913906,"-87.9589595847346","1093",10001199,"NA",220,"HIFLD Dataset"
"18",17,"Prison","Alabama","HOLMAN",2020-10-18,"http://www.doc.alabama.gov/covid19news","37","22","1","0","34","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","866 ROSS RD","36503","ATMORE","ESCAMBIA",31.1343861217976,"-87.449864198113204","1053",10000149,"NA",700,"HIFLD Dataset"
"19",18,"Prison","Alabama","KILBY",2020-10-18,"http://www.doc.alabama.gov/covid19news","10","37","1","0","9","36","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12201 WARES FERRY RD","36117","MONTGOMERY","MONTGOMERY",32.3883565356361,"-86.100981097760197","1101",10001221,"NA",1231,"HIFLD Dataset"
"20",19,"Prison","Alabama","LIMESTONE",2020-10-18,"http://www.doc.alabama.gov/covid19news","31","28","1","0","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28779 NICK DAVIS RD","35749","HARVEST","LIMESTONE",34.8125439154405,"-86.804133072304495","1083",10000129,"NA",2107,"HIFLD Dataset"
"21",20,"Prison","Alabama","LOXLEY",2020-10-18,"http://www.doc.alabama.gov/covid19news","4","8","0","0","4","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14880 COUNTY RD 64","36551","LOXLEY","BALDWIN",30.6153358014138,"-87.770309840862893","1003",10000146,"NA",356,"HIFLD Dataset"
"22",21,"Prison","Alabama","MOBILE",2020-10-18,"http://www.doc.alabama.gov/covid19news","0","6","0","0","0","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2423 N BELTLINE HWY","36610","PRITCHARD","MOBILE",30.7378810637015,"-88.109057415439906","1097",10000150,"NA",192,"HIFLD Dataset"
"23",22,"Prison","Alabama","MONTGOMERY WF",2020-10-18,"http://www.doc.alabama.gov/covid19news","0","7","0","0","0","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12085 WARES FERRY RD","36117","MONTGOMERY","MONTGOMERY",NA,"NA","1101",10001222,"NA",274,"HIFLD Dataset"
"24",23,"Prison","Alabama","NORTH ALABAMA",2020-10-18,"http://www.doc.alabama.gov/covid19news","1","8","0","0","0","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1401 STATE HIGHWAY 20 WEST","35601","DECATUR","MORGAN",34.6175672820936,"-87.005628134907894","1103",10003698,"NA",555,"HIFLD Dataset"
"25",24,"Prison","Alabama","RED EAGLE",2020-10-18,"http://www.doc.alabama.gov/covid19news","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1290 RED EAGLE RD","36110","MONTGOMERY","MONTGOMERY",32.4655943940226,"-86.2369042217355","1101",10001218,"NA",333,"HIFLD Dataset"
"26",25,"Prison","Alabama","ST CLAIR",2020-10-18,"http://www.doc.alabama.gov/covid19news","87","22","11","0","76","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1000 SAINT CLAIR ROAD","35146","SPRINGVILLE","ST CLAIR",33.7455881749323,"-86.384373733488204","1115",10003710,"NA",964,"HIFLD Dataset"
"27",27,"Prison","Alabama","STATON",2020-10-18,"http://www.doc.alabama.gov/covid19news","38","35","7","0","31","35","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2690 MARION SPILLWAY RD","36025","ELMORE","ELMORE",32.5772156986607,"-86.332488520349798","1051",10000140,"NA",1303,"HIFLD Dataset"
"28",1704,"Prison","Alabama","TRAINING ACADEMY",2020-10-18,"http://www.doc.alabama.gov/covid19news","0","12","0","0","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"29",28,"Prison","Alabama","TUTWILER",2020-10-18,"http://www.doc.alabama.gov/covid19news","12","43","1","2","11","37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8966 US HWY 231 N","36092","WETUMPKA","ELMORE",32.5640382,"-86.194004800000002","1051",10001216,"NA",565,"HIFLD Dataset"
"30",1377,"Prison","Alabama","TUTWILER QIF",2020-10-18,"http://www.doc.alabama.gov/covid19news","5","0","0","0","2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"31",29,"Prison","Alabama","VENTRESS",2020-10-18,"http://www.doc.alabama.gov/covid19news","14","29","1","0","12","26","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","379 ALABAMA HWY 239 N","36016","CLAYTON","BARBOUR",31.8890286379927,"-85.492998082622705","1005",10000143,"NA",1245,"HIFLD Dataset"
"32",33,"Prison","Alaska","STATEWIDE",2020-10-18,"https://doc.alaska.gov/covid-19","102","NA","NA","NA","NA","NA","6537","NA","6005","NA","368","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"33",30,"Prison","Alaska","ANCHORAGE CCC",2020-10-18,"https://doc.alaska.gov/covid-19","NA","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1400 EAST 4TH AVENUE","99501","ANCHORAGE","ANCHORAGE",61.2184209452688,"-149.856242353336","2020",10003757,"NA",832,"HIFLD Dataset"
"34",32,"Prison","Alaska","LEMON CREEK CC JUNEAU",2020-10-18,"https://doc.alaska.gov/covid-19","NA","11","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2000 LEMON CREEK RD","99801","JUNEAU","JUNEAU",58.3626063670143,"-134.484055461037","2110",10001241,"NA",209,"HIFLD Dataset"
"35",31,"Prison","Alaska","GOOSE CREEK CC",2020-10-18,"https://doc.alaska.gov/covid-19","NA","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22301 WEST ALSOP ROAD","99623","WASILLA","MATANUSKA-SUSITNA",61.3603062363605,"-150.00844790437901","2170",10006386,"NA",1125,"HIFLD Dataset"
"36",34,"Prison","Arizona","CACF",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","67","NA","3","NA","64","NA","1208","NA","1141","NA","0","NA","NA","NA","NA","1249","1401 E DIVERSION DAM RD","85132","FLORENCE","PINAL",33.0373101230536,"-111.372752812393","4021",10000618,"NA",1273,"HIFLD Dataset"
"37",35,"Prison","Arizona","DOUGLAS",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","116","NA","0","NA","116","NA","1950","NA","1834","NA","0","NA","NA","NA","NA","2009","6911 N BDI BLVD","85607","DOUGLAS","COCHISE",31.4624282936093,"-109.591229889899","4003",10000632,"NA",2086,"Public Records"
"38",37,"Prison","Arizona","EYMAN",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","410","NA","1","NA","409","NA","5316","NA","4906","NA","0","NA","NA","NA","NA","5455","4374 E BUTTE AVE","85132","FLORENCE","PINAL",33.036918712581,"-111.326444132106","4021",10000615,"NA",5693,"Public Records"
"39",38,"Prison","Arizona","FLORENCE",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","111","NA","10","NA","101","NA","3250","NA","3139","NA","0","NA","NA","NA","NA","2823","1305 E BUTTE AVE","85132","FLORENCE","PINAL",33.0281694875224,"-111.370728083404","4021",10003976,"NA",3924,"Public Records"
"40",40,"Prison","Arizona","FLORENCE WEST",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","0","NA","0","NA","0","NA","481","NA","481","NA","0","NA","NA","NA","NA","694","915 EAST DIVERSION DAM ROAD","85132","FLORENCE","PINAL",33.037233,"-111.376527","4021",10006312,"NA",742,"HIFLD Dataset"
"41",41,"Prison","Arizona","KINGMAN",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","55","NA","1","NA","54","NA","2700","NA","2645","NA","0","NA","NA","NA","NA","2730","4626 WEST ENGLISH DRIVE","86414","GOLDEN VALLEY","MOHAVE",35.0289149689936,"-114.179609666708","4015",10003957,"NA",3360,"HIFLD Dataset"
"42",42,"Prison","Arizona","LEWIS",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","267","NA","0","NA","264","NA","4163","NA","3896","NA","0","NA","NA","NA","NA","4432","26700 S HWY 85","85326","BUCKEYE","MARICOPA",33.2085240977115,"-112.65146287544","4013",10000605,"NA",4623,"Public Records"
"43",43,"Prison","Arizona","MARANA",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","8","NA","0","NA","8","NA","340","NA","332","NA","0","NA","NA","NA","NA","336","12610 W SILVERBELL RD","85653","MARANA","PIMA",32.4179103180726,"-111.241216057662","4019",10000626,"NA",487,"HIFLD Dataset"
"44",45,"Prison","Arizona","MRC",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","NA","0","24601 N 29TH AVE","85027","PHOENIX","MARICOPA",33.7066965537532,"-112.119438494303","4013",10002246,"NA",62,"HIFLD Dataset"
"45",46,"Prison","Arizona","PERRYVILLE",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","67","NA","0","NA","64","NA","4082","NA","4015","NA","0","NA","NA","NA","NA","3711","2105 N CITRUS RD","85395","GOODYEAR","MARICOPA",33.470386538632,"-112.437765846248","4013",10000606,"NA",4336,"Public Records"
"46",47,"Prison","Arizona","PHOENIX",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","304","NA","0","NA","299","NA","3037","NA","2733","NA","0","NA","NA","NA","NA","523","2500 E VAN BUREN ST","85008","PHOENIX","MARICOPA",33.4531298937511,"-112.025039936182","4013",10002245,"NA",544,"Public Records"
"47",48,"Prison","Arizona","PHOENIX WEST",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","1","NA","0","NA","1","NA","362","NA","361","NA","0","NA","NA","NA","NA","481","3402 W COCOPAH ST","85009","PHOENIX","MARICOPA",33.4327771087915,"-112.132608518994","4013",10002244,"NA",498,"HIFLD Dataset"
"48",49,"Prison","Arizona","PRC",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","NA","0","1275 W STARR PASS BLVD","85713","TUCSON","PIMA",32.2037634021086,"-110.99093334211599","4019",10000630,"NA",72,"HIFLD Dataset"
"49",50,"Prison","Arizona","RED ROCK",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","70","NA","0","NA","70","NA","1678","NA","1608","NA","0","NA","NA","NA","NA","1941","1750 EAST ARICA ROAD","85131","ELOY","PINAL",32.81056,"-111.5196","4021",10003974,"NA",1956,"HIFLD Dataset"
"50",51,"Prison","Arizona","SAFFORD",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","11","NA","0","NA","11","NA","1440","NA","1429","NA","0","NA","NA","NA","NA","1566","896 S COOK RD","85546","SAFFORD","GRAHAM",32.8281014903222,"-109.563639646635","4009",10002248,"NA",1579,"Public Records"
"51",53,"Prison","Arizona","TUCSON",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","989","NA","11","NA","966","NA","4731","NA","3742","NA","0","NA","NA","NA","NA","4895","10000 S WILMOT RD","85734","TUCSON","PIMA",32.0664009742032,"-110.866312189544","4019",10000628,"NA",5132,"Public Records"
"52",54,"Prison","Arizona","WINSLOW",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","9","NA","0","NA","9","NA","1275","NA","1266","NA","0","NA","NA","NA","NA","1315","2100 S HWY 87","86047","WINSLOW","NAVAJO",34.9847162543998,"-110.72108914645899","4017",10000595,"NA",1295,"Public Records"
"53",55,"Prison","Arizona","YUMA",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","129","NA","2","NA","126","NA","4447","NA","4318","NA","0","NA","NA","NA","NA","4554","7125 E CESAR CHAVEZ BLVD","85349","SAN LUIS","YUMA",32.4875018147952,"-114.639715334307","4027",10000622,"NA",4876,"Public Records"
"54",52,"Prison","Arizona","STATEWIDE",2020-10-18,"https://corrections.az.gov/adcrr-covid-19-dashboard","NA","717","NA","NA","NA","709","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"55",57,"Prison","Arkansas","STATEWIDE",2020-10-18,"https://adc.arkansas.gov/coronavirus-covid-19-updates","6451","83","NA","NA","6047","NA","17429","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"56",56,"Prison","Arkansas","CUMMINS UNIT PRISON",2020-10-18,"https://adc.arkansas.gov/coronavirus-covid-19-updates","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","STATE HWY 388","71644","GRADY","LINCOLN",34.0515222523553,"-91.584071749933301","5079",10000085,"NA",1899,"HIFLD Dataset"
"57",1391,"Prison","California","CTC RICHARD A MCGEE CORRECTIONAL TRAINING CENTER GALT CTC",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","12","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"58",83,"Prison","California","NCYCC NORTHERN CALIFORNIA YOUTH CORRECTIONAL CENTER",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","12","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7650 SOUTH NEWCASTLE ROAD","95215","STOCKTON","SAN JOAQUIN",37.8911829,"-121.1978213","6077",10000796,"NA",216,"HIFLD Dataset"
"59",86,"Prison","California","OH CLOSE YOUTH CORRECTIONAL FACILITY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","9","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7650 SOUTH NEWCASTLE ROAD","95213","STOCKTON","SAN JOAQUIN",37.8985212552692,"-121.197694670182","6077",10000793,"NA",169,"HIFLD Dataset"
"60",82,"Prison","California","CHADERJIAN YOUTH CORRECTIONAL FACILITY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","7","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7650 SOUTH NEWCASTLE ROAD","95215","STOCKTON","SAN JOAQUIN",37.8911829,"-121.19782120000001","6077",10000796,"NA",216,"HIFLD Dataset"
"61",1687,"Prison","California","VENTURA",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","21","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"62",1831,"Juvenile Services","California","PINE GROVE JUVENILE PRISON CAMP",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","0","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"63",101,"Prison","California","CDCR CCHCS WORKSITE LOCATION LOS ANGELES COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","14","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","6037",NA,"NA",NA,NA
"64",1644,"Prison","California","CDCR CCHCS WORKSITE LOCATION KERN COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","6","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"65",103,"Prison","California","CDCR CCHCS WORKSITE SACRAMENTO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","47","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","6067",NA,"NA",NA,NA
"66",104,"Prison","California","CDCR CCHCS WORKSITE SAN BERNARDINO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","8","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","6071",NA,"NA",NA,NA
"67",1390,"Prison","California","CDCR CCHCS WORKSITE SAN DIEGO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"68",1389,"Prison","California","CDCR CCHCS WORKSITE SAN JOAQUIN COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"69",1736,"Prison","California","CDCR CCHCS WORKSITE LOCATION ORANGE COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","4","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"70",1734,"Prison","California","CDCR CCHCS WORKSITE LOCATION SANTA CLARA COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"71",1735,"Prison","California","CDCR CCHCS WORKSITE LOCATION SAN LUIS OBISPO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","0","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"72",1683,"Prison","California","CDCR CCHCS WORKSITE LOCATION SOLANO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"73",1686,"Prison","California","CDCR CCHCS WORKSITE LOCATION VENTURA COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"74",1682,"Prison","California","CDCR CCHCS WORKSITE LOCATION SANTA BARBARA COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"75",1684,"Prison","California","CDCR CCHCS WORKSITE LOCATION STANISLAUS COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"76",1685,"Prison","California","CDCR CCHCS WORKSITE LOCATION TULARE COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"77",1681,"Prison","California","CDCR CCHCS WORKSITE LOCATION MONTEREY COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","2","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"78",1737,"Prison","California","CDCR CCHCS WORKSITE LOCATION MENDOCINO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"79",102,"Prison","California","CDCR CCHCS WORKSITE RIVERSIDE COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","3","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","6065",NA,"NA",NA,NA
"80",1739,"Prison","California","CDCR CCHCS WORKSITE LOCATION FRESNO COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","2","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"81",1738,"Prison","California","CDCR CCHCS WORKSITE LOCATION IMPERIAL COUNTY",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA",NA,"NA",NA,NA
"82",71,"Prison","California","CRC CALIFORNIA REHABILITATION CENTER",2020-10-18,"https://www.cdcr.ca.gov/covid19/population-status-tracking/","1623","156","0","NA","1419","113","1268","NA","NA","NA","NA","NA","NA","NA","54","NA","3195 WESTERN AVENUE","92860","NORCO","RIVERSIDE",33.9269179390345,"-117.575944249023","6065",10000856,"NA",65,"HIFLD Dataset"
